date,Opening price,Highest price,Lowest price,Closing price,Volume(share),Turnover(RMB),Ups and downs,Change(%)
1998-06-22,1400.46,1401.51,1392.05,1399.35,645247600,7500145152.0,6.48,0.47
1998-06-23,1398.23,1398.7,1385.45,1397.95,640633900,7356984832.0,-1.4,-0.1
1998-06-24,1399.7,1402.13,1390.85,1401.74,632597600,6843273216.0,3.79,0.27
1998-06-25,1402.95,1404.04,1377.17,1382.03,507383900,5267846144.0,-19.71,-1.41
1998-06-26,1383.29,1388.55,1376.4,1385.61,1018661500,6308044800.0,3.58,0.26
1998-06-29,1387.02,1387.19,1356.21,1361.43,602409600,5224248832.0,-24.18,-1.75
1998-06-30,1360.61,1363.59,1335.21,1339.2,381887600,3850838016.0,-22.23,-1.63
1998-07-01,1363.26,1367.14,1315.18,1316.44,555921800,4942227968.0,-22.76,-1.7
1998-07-02,1314.1,1331.65,1296.99,1331.65,485400500,4510609920.0,15.21,1.16
1998-07-03,1335.83,1341.73,1327.79,1335.12,545714100,4891871232.0,3.47,0.26
1998-07-06,1339.26,1339.67,1313.27,1315.28,463833400,4193358080.0,-19.84,-1.49
1998-07-07,1313.64,1324.4,1307.9,1324.4,352575000,3186784000.0,9.12,0.69
1998-07-08,1326.81,1339.16,1326.62,1338.98,347080000,3304296960.0,14.58,1.1
1998-07-09,1341.35,1344.43,1336.66,1343.23,400303300,3425595904.0,4.25,0.32
1998-07-10,1344.74,1360.64,1344.63,1360.61,530680200,4362800128.0,17.38,1.29
1998-07-13,1362.68,1362.99,1352.15,1358.81,480389400,4564680192.0,-1.8,-0.13
1998-07-14,1360.61,1361.18,1334.7,1336.55,515627500,5124187136.0,-22.26,-1.64
1998-07-15,1332.41,1341.64,1326.32,1335.46,434128400,4391414784.0,-1.09,-0.08
1998-07-16,1335.29,1337.64,1317.88,1325.63,436094600,4377804800.0,-9.83,-0.74
1998-07-17,1325.88,1330.81,1311.75,1314.71,513126900,4770898944.0,-10.92,-0.82
1998-07-20,1311.05,1311.15,1278.3,1287.07,486158000,4319605760.0,-27.64,-2.1
1998-07-21,1285.78,1318.93,1284.79,1313.01,408081300,3779568896.0,25.94,2.02
1998-07-22,1312.22,1312.36,1295.61,1299.14,349817500,3424332032.0,-13.87,-1.06
1998-07-23,1299.21,1316.28,1299.15,1316.27,411347300,3449140992.0,17.13,1.32
1998-07-24,1317.84,1330.49,1317.84,1326.82,411345800,3990935040.0,10.55,0.8
1998-07-27,1328.33,1328.72,1314.73,1321.89,396129200,3569114112.0,-4.93,-0.37
1998-07-28,1321.63,1324.27,1313.2,1317.94,341201800,3003386112.0,-3.95,-0.3
1998-07-29,1317.92,1321.26,1308.26,1311.94,385593200,3273113088.0,-6.0,-0.46
1998-07-30,1312.85,1318.02,1309.77,1315.3,986769000,4189178880.0,3.36,0.26
1998-07-31,1316.3,1319.35,1312.37,1316.91,483431400,3713484032.0,1.61,0.12
1998-08-03,1315.13,1315.47,1301.26,1301.67,421597900,3074415104.0,-15.24,-1.16
1998-08-04,1299.72,1299.72,1283.19,1293.45,417333500,3037176064.0,-8.22,-0.63
1998-08-05,1293.7,1307.48,1293.12,1307.44,570759800,3159965952.0,13.99,1.08
1998-08-06,1310.29,1312.6,1292.39,1294.16,625365600,3369197056.0,-13.28,-1.02
1998-08-07,1292.08,1292.31,1267.92,1271.06,569089100,4649278976.0,-23.1,-1.78
1998-08-10,1262.0,1262.03,1227.47,1234.58,490047400,3578075904.0,-36.48,-2.87
1998-08-11,1230.37,1241.78,1206.63,1207.67,363376300,2877958912.0,-26.91,-2.18
1998-08-12,1204.36,1207.72,1158.78,1190.55,531702900,4066714112.0,-17.12,-1.42
1998-08-13,1193.36,1205.85,1185.57,1204.18,422157900,3511910912.0,13.63,1.14
1998-08-14,1202.37,1202.37,1165.86,1168.02,469610100,3596606976.0,-36.16,-3.0
1998-08-17,1152.67,1152.67,1068.65,1070.41,537555200,3658404096.0,-97.61,-8.36
1998-08-18,1054.18,1094.37,1043.02,1071.3,531746200,3469349888.0,0.89,0.08
1998-08-19,1072.74,1126.08,1072.72,1126.08,720835100,4056400896.0,54.78,5.11
1998-08-20,1128.75,1149.95,1113.85,1149.9,644874400,4421026816.0,23.82,2.12
1998-08-21,1149.62,1178.73,1141.5,1177.62,717714400,5095424000.0,27.72,2.41
1998-08-24,1178.55,1190.88,1166.14,1178.55,730001800,5527000064.0,0.93,0.08
1998-08-25,1174.4,1179.1,1159.38,1179.06,637241600,4913848832.0,0.51,0.04
1998-08-26,1174.84,1182.33,1159.52,1160.28,664982400,4179886080.0,-18.78,-1.59
1998-08-27,1152.35,1154.69,1142.16,1145.21,468474300,3346545920.0,-15.07,-1.3
1998-08-28,1139.81,1146.51,1125.19,1129.72,450961100,3080069888.0,-15.49,-1.35
1998-08-31,1117.97,1150.22,1072.42,1150.22,561987400,3602255104.0,20.5,1.81
1998-09-01,1142.5,1163.17,1123.63,1143.12,562831300,3920489984.0,-7.1,-0.62
1998-09-02,1137.3,1149.26,1129.8,1136.89,406458200,2597047040.0,-6.23,-0.55
1998-09-03,1136.44,1151.0,1136.13,1147.19,366304000,2569646080.0,10.3,0.91
1998-09-04,1148.95,1169.46,1148.94,1163.52,528164600,3532005888.0,16.33,1.42
1998-09-07,1168.36,1178.37,1163.2,1178.37,491155300,3493112064.0,14.85,1.28
1998-09-08,1181.06,1185.09,1166.65,1167.59,602916300,3928537088.0,-10.78,-0.91
1998-09-09,1165.65,1190.73,1162.46,1190.68,632441300,5399554048.0,23.09,1.98
1998-09-10,1194.87,1219.79,1194.11,1213.67,1019848800,8047304192.0,22.99,1.93
1998-09-11,1214.83,1225.14,1206.61,1218.0,869754900,7037564928.0,4.33,0.36
1998-09-14,1219.31,1239.76,1214.44,1239.6,1253414100,8366423040.0,21.6,1.77
1998-09-15,1240.94,1245.42,1228.87,1230.12,1061234500,7671534080.0,-9.48,-0.76
1998-09-16,1226.9,1252.2,1225.29,1252.13,943390500,7495916032.0,22.01,1.79
1998-09-17,1257.37,1264.39,1226.72,1233.7,1120274100,10078534656.0,-18.43,-1.47
1998-09-18,1227.56,1233.4,1199.58,1207.0,890062900,7731049984.0,-26.7,-2.16
1998-09-21,1199.16,1222.37,1193.82,1222.37,605526200,5043799040.0,15.37,1.27
1998-09-22,1224.39,1229.61,1214.01,1222.63,534299500,4497092096.0,0.26,0.02
1998-09-23,1223.99,1233.79,1222.36,1229.86,542065000,4338385920.0,7.23,0.59
1998-09-24,1231.04,1232.27,1196.92,1199.06,717493200,6124768768.0,-30.8,-2.5
1998-09-25,1194.31,1221.57,1192.07,1221.57,531984800,4344755200.0,22.51,1.88
1998-09-28,1224.26,1239.8,1217.65,1230.21,700480700,5522941952.0,8.64,0.71
1998-09-29,1231.89,1239.1,1226.84,1231.74,559101600,4396583936.0,1.53,0.12
1998-09-30,1233.58,1242.94,1233.42,1242.89,562592500,4254169088.0,11.15,0.91
1998-10-05,1245.73,1246.6,1231.4,1234.77,451690600,3733584896.0,-8.12,-0.65
1998-10-06,1234.14,1237.84,1214.82,1217.45,502187400,3913445888.0,-17.32,-1.4
1998-10-07,1214.36,1219.1,1207.92,1213.78,528730700,3957596928.0,-3.67,-0.3
1998-10-08,1215.95,1228.73,1215.87,1228.71,492902600,4011365888.0,14.93,1.23
1998-10-09,1231.94,1241.05,1229.84,1236.93,634881900,5328940032.0,8.22,0.67
1998-10-12,1239.56,1247.24,1227.85,1247.14,706633600,6107140096.0,10.21,0.83
1998-10-13,1250.67,1257.35,1239.77,1244.06,704268800,6240641024.0,-3.08,-0.25
1998-10-14,1243.71,1247.66,1234.06,1240.59,533665800,4584119808.0,-3.47,-0.28
1998-10-15,1243.19,1254.84,1241.25,1254.81,631098600,5767920128.0,14.22,1.15
1998-10-16,1259.14,1263.71,1249.93,1251.52,703211500,6400559104.0,-3.29,-0.26
1998-10-19,1255.05,1256.75,1240.44,1246.23,573225300,5127540224.0,-5.29,-0.42
1998-10-20,1248.23,1251.43,1238.3,1243.64,545839300,4485679104.0,-2.59,-0.21
1998-10-21,1243.53,1243.6,1206.11,1207.82,747634500,6631849984.0,-35.82,-2.88
1998-10-22,1202.2,1216.16,1191.55,1216.09,637850900,5616711168.0,8.27,0.68
1998-10-23,1217.12,1230.82,1215.47,1217.42,673113400,6125805056.0,1.33,0.11
1998-10-26,1215.55,1215.55,1195.24,1208.26,675058600,6282014208.0,-9.16,-0.75
1998-10-27,1207.2,1218.44,1204.73,1216.78,513219600,5009555968.0,8.52,0.71
1998-10-28,1218.49,1226.11,1217.23,1225.92,526968100,5093203968.0,9.14,0.75
1998-10-29,1226.92,1229.74,1214.92,1216.76,459727400,4361315840.0,-9.16,-0.75
1998-10-30,1216.01,1225.64,1215.45,1217.31,474382300,4617648128.0,0.55,0.05
1998-11-02,1217.33,1223.53,1210.84,1223.47,446113500,4354308096.0,6.16,0.51
1998-11-03,1225.26,1236.96,1225.21,1236.87,488539400,4944154112.0,13.4,1.1
1998-11-04,1239.49,1240.7,1232.78,1235.8,466564000,4593341952.0,-1.07,-0.09
1998-11-05,1237.54,1253.31,1237.5,1253.27,697204800,6542883840.0,17.47,1.41
1998-11-06,1258.69,1267.39,1257.17,1259.76,1020838200,9537859584.0,6.49,0.52
1998-11-09,1263.96,1283.12,1263.95,1283.12,882600700,8201195008.0,23.36,1.85
1998-11-10,1283.91,1288.73,1275.19,1286.55,792896600,7427273216.0,3.43,0.27
1998-11-11,1287.42,1288.35,1278.47,1286.19,668382700,6763768832.0,-0.36,-0.03
1998-11-12,1286.55,1295.06,1278.94,1282.98,676709800,6813306880.0,-3.21,-0.25
1998-11-13,1281.99,1285.92,1271.32,1282.5,565494000,5680309248.0,-0.48,-0.04
1998-11-16,1284.33,1293.76,1281.6,1293.74,584719800,6068038144.0,11.24,0.88
1998-11-17,1296.62,1300.15,1285.02,1290.59,566303500,5746116096.0,-3.15,-0.24
1998-11-18,1291.0,1292.92,1281.59,1285.5,547039200,5253761024.0,-5.09,-0.39
1998-11-19,1283.96,1284.13,1274.08,1275.6,488025000,5360676864.0,-9.9,-0.77
1998-11-20,1272.65,1279.37,1271.65,1275.37,451595200,4669088768.0,-0.23,-0.02
1998-11-23,1275.9,1278.08,1269.09,1273.78,457530900,4379611136.0,-1.59,-0.12
1998-11-24,1274.44,1282.92,1274.41,1278.91,673328700,4514245120.0,5.13,0.4
1998-11-25,1280.26,1283.96,1262.22,1263.85,497421500,4070542080.0,-15.06,-1.18
1998-11-26,1260.07,1262.78,1247.84,1252.81,436156900,4052660992.0,-11.04,-0.87
1998-11-27,1252.37,1259.04,1242.56,1245.08,428400000,3803064064.0,-7.73,-0.62
1998-11-30,1244.92,1247.41,1238.13,1247.41,405551200,3468862976.0,2.33,0.19
1998-12-01,1249.0,1251.86,1231.99,1234.35,388907300,3341403904.0,-13.06,-1.05
1998-12-02,1233.16,1236.96,1222.64,1236.96,342980400,3123951104.0,2.61,0.21
1998-12-03,1238.29,1239.26,1229.85,1232.5,377225000,3423570944.0,-4.46,-0.36
1998-12-04,1232.43,1234.63,1213.55,1219.19,370413200,3267059968.0,-13.31,-1.08
1998-12-07,1234.75,1237.69,1207.75,1209.54,335488600,2770054912.0,-9.65,-0.79
1998-12-08,1209.83,1223.33,1209.81,1223.25,298253300,2289207040.0,13.71,1.13
1998-12-09,1224.35,1225.98,1219.01,1224.08,257251900,2038386944.0,0.83,0.07
1998-12-10,1224.14,1224.92,1203.06,1204.63,351824100,2692101120.0,-19.45,-1.59
1998-12-11,1201.84,1214.24,1194.06,1214.21,318715600,2333381120.0,9.58,0.8
1998-12-14,1214.6,1214.67,1194.65,1196.29,283032000,2160219904.0,-17.92,-1.48
1998-12-15,1193.63,1194.89,1173.92,1194.84,332408400,2508850944.0,-1.45,-0.12
1998-12-16,1194.94,1195.54,1180.86,1183.06,240740300,1898739968.0,-11.78,-0.99
1998-12-17,1180.16,1180.16,1158.5,1160.09,345494400,2569096960.0,-22.97,-1.94
1998-12-18,1155.75,1167.63,1150.72,1155.92,286798000,2080188032.0,-4.17,-0.36
1998-12-21,1153.66,1163.23,1150.38,1154.42,234452700,1723090944.0,-1.5,-0.13
1998-12-22,1155.63,1185.97,1155.62,1185.96,352792000,2689005056.0,31.54,2.73
1998-12-23,1186.97,1187.91,1170.15,1172.51,292463700,2294147072.0,-13.45,-1.13
1998-12-24,1171.7,1171.7,1161.84,1168.98,266034500,2187106048.0,-3.53,-0.3
1998-12-25,1169.6,1178.91,1169.54,1173.91,298199200,2083992064.0,4.93,0.42
1998-12-28,1175.63,1179.0,1157.69,1159.93,337007800,2208771072.0,-13.98,-1.19
1998-12-29,1157.47,1157.56,1139.98,1142.72,317331800,2253671936.0,-17.21,-1.48
1998-12-30,1141.88,1151.71,1125.55,1148.26,371604100,2546635008.0,5.54,0.48
1998-12-31,1149.83,1153.15,1140.35,1146.7,232896500,1820800000.0,-1.56,-0.14
1999-01-04,1144.88,1144.88,1124.21,1125.81,234504300,1384502016.0,-20.89,-1.82
1999-01-05,1123.69,1123.69,1104.5,1119.96,289856500,1774082048.0,-5.85,-0.52
1999-01-06,1120.66,1137.2,1120.4,1132.59,326059900,2233094912.0,12.63,1.13
1999-01-07,1133.16,1140.48,1125.66,1137.72,372204600,2561915904.0,5.13,0.45
1999-01-08,1138.76,1168.83,1138.76,1168.81,444079200,3511100928.0,31.09,2.73
1999-01-11,1169.91,1174.42,1158.54,1172.81,396926800,3197229056.0,4.0,0.34
1999-01-12,1171.74,1171.86,1158.29,1158.86,463760100,3650352128.0,-13.95,-1.19
1999-01-13,1153.29,1159.94,1144.44,1148.15,447330700,3321099008.0,-10.71,-0.92
1999-01-14,1145.89,1153.09,1142.35,1148.65,323459800,2566286080.0,0.5,0.04
1999-01-15,1149.78,1150.67,1136.3,1137.3,386401200,3304964096.0,-11.35,-0.99
1999-01-18,1135.08,1153.41,1126.7,1153.11,448194900,3582673920.0,15.81,1.39
1999-01-19,1154.16,1160.26,1149.37,1158.55,444665100,3657462016.0,5.44,0.47
1999-01-20,1159.02,1162.97,1148.8,1151.37,407616900,2786426112.0,-7.18,-0.62
1999-01-21,1150.3,1158.51,1145.29,1158.49,448084900,3027257088.0,7.12,0.62
1999-01-22,1159.91,1168.18,1157.14,1162.35,554966000,4005648896.0,3.86,0.33
1999-01-25,1161.98,1162.43,1146.97,1148.12,796033900,3794242048.0,-14.23,-1.22
1999-01-26,1145.06,1146.12,1132.95,1138.21,622235300,3322342912.0,-9.91,-0.86
1999-01-27,1137.69,1146.5,1134.13,1146.49,761598300,3583482112.0,8.28,0.73
1999-01-28,1147.86,1150.57,1137.12,1140.97,627500500,3989201920.0,-5.52,-0.48
1999-01-29,1139.83,1140.12,1130.33,1134.67,516228500,3322373120.0,-6.3,-0.55
1999-02-01,1131.65,1131.66,1118.54,1120.53,509078500,3096425984.0,-14.14,-1.25
1999-02-02,1119.77,1126.4,1114.79,1126.4,400404300,2610935040.0,5.87,0.52
1999-02-03,1126.84,1127.27,1115.13,1116.86,372255500,2576009984.0,-9.54,-0.85
1999-02-04,1114.64,1114.68,1102.49,1103.49,389746200,2454233088.0,-13.37,-1.2
1999-02-05,1101.47,1101.47,1079.21,1081.44,410212600,2556568064.0,-22.05,-2.0
1999-02-08,1076.81,1082.45,1064.17,1065.81,353348800,2186032896.0,-15.63,-1.45
1999-02-09,1065.9,1090.16,1065.9,1090.08,328554600,2031948032.0,24.27,2.28
1999-03-01,1092.14,1098.36,1084.15,1097.97,289449200,1797017984.0,7.89,0.72
1999-03-02,1098.29,1103.25,1090.04,1100.91,405358800,2445693952.0,2.94,0.27
1999-03-03,1101.13,1128.77,1101.06,1128.73,559774300,3539460096.0,27.82,2.53
1999-03-04,1130.34,1133.72,1120.7,1128.95,496252700,3411005952.0,0.22,0.02
1999-03-05,1128.61,1137.95,1124.08,1132.35,521245500,3442650880.0,3.4,0.3
1999-03-08,1133.5,1142.14,1128.38,1142.1,564030400,3636794880.0,9.75,0.86
1999-03-09,1143.1,1145.7,1135.37,1136.94,591282800,4420589056.0,-5.16,-0.45
1999-03-10,1136.02,1136.08,1127.17,1132.73,533342200,3495924992.0,-4.21,-0.37
1999-03-11,1133.28,1153.84,1133.15,1149.92,695164200,4551087104.0,17.19,1.52
1999-03-12,1151.99,1158.71,1148.66,1158.7,707656700,4894025216.0,8.78,0.76
1999-03-15,1161.49,1169.69,1159.14,1164.63,731177700,5397574144.0,5.93,0.51
1999-03-16,1164.79,1166.96,1155.93,1166.93,660775600,4578289152.0,2.3,0.2
1999-03-17,1167.71,1173.04,1158.58,1159.09,756352000,5443816960.0,-7.84,-0.67
1999-03-18,1155.27,1160.67,1147.56,1151.99,594357000,4138789888.0,-7.1,-0.61
1999-03-19,1150.6,1172.93,1150.34,1172.93,717180700,6011076096.0,20.94,1.82
1999-03-22,1175.67,1179.65,1168.33,1172.74,770722900,5916728832.0,-0.19,-0.02
1999-03-23,1172.97,1174.47,1163.28,1170.94,879501100,4438627840.0,-1.8,-0.15
1999-03-24,1171.3,1177.34,1167.1,1169.03,614095400,4170190080.0,-1.91,-0.16
1999-03-25,1167.86,1167.87,1155.01,1156.85,515034800,3976590080.0,-12.18,-1.04
1999-03-26,1155.34,1162.41,1154.93,1161.12,517193600,3806010880.0,4.27,0.37
1999-03-29,1160.57,1169.5,1158.08,1169.48,552394200,4222296064.0,8.36,0.72
1999-03-30,1171.12,1173.66,1156.04,1157.5,515219600,3725608960.0,-11.98,-1.02
1999-03-31,1156.37,1159.53,1150.82,1158.05,484534000,3735814912.0,0.55,0.05
1999-04-01,1158.68,1168.52,1158.44,1168.5,621152000,5198543872.0,10.45,0.9
1999-04-02,1170.76,1184.43,1170.3,1184.4,767017000,6139558912.0,15.9,1.36
1999-04-05,1188.93,1194.51,1187.05,1194.46,807593400,6521874944.0,10.06,0.85
1999-04-06,1195.94,1199.84,1191.58,1199.6,671471300,5270182912.0,5.14,0.43
1999-04-07,1200.22,1202.32,1193.72,1201.63,814710700,6090009088.0,2.03,0.17
1999-04-08,1203.02,1205.41,1192.46,1202.46,818520000,5905563136.0,0.83,0.07
1999-04-09,1203.44,1210.1,1196.74,1205.13,981635800,7360906752.0,2.67,0.22
1999-04-12,1205.31,1205.67,1193.65,1195.33,1021718500,7413284864.0,-9.8,-0.81
1999-04-13,1192.14,1193.32,1174.13,1178.19,736098600,5287455744.0,-17.14,-1.43
1999-04-14,1176.77,1184.17,1174.26,1181.51,532796200,4044188928.0,3.32,0.28
1999-04-15,1182.2,1185.59,1168.59,1170.61,737339800,5020672000.0,-10.9,-0.92
1999-04-16,1168.9,1175.03,1162.31,1166.23,726576000,5029438976.0,-4.38,-0.37
1999-04-19,1164.61,1166.04,1156.6,1159.47,769434000,4878572032.0,-6.76,-0.58
1999-04-20,1160.05,1171.6,1159.56,1171.6,1070254700,5006671872.0,12.13,1.05
1999-04-21,1171.94,1173.52,1143.04,1144.06,952643200,5125788160.0,-27.54,-2.35
1999-04-22,1137.91,1140.89,1110.64,1137.16,909843000,5278199808.0,-6.9,-0.6
1999-04-23,1137.6,1144.77,1135.6,1139.99,688210100,4018437120.0,2.83,0.25
1999-04-26,1139.64,1140.17,1111.99,1112.79,605114700,3548524032.0,-27.2,-2.39
1999-04-27,1108.91,1108.91,1089.75,1091.69,564469100,3270296064.0,-21.1,-1.9
1999-04-28,1090.87,1112.29,1087.79,1091.08,474478400,3310134016.0,-0.61,-0.06
1999-04-29,1091.05,1116.41,1090.56,1116.4,517199600,3409800960.0,25.32,2.32
1999-04-30,1116.1,1122.22,1114.17,1120.92,425388800,2791823104.0,4.52,0.4
1999-05-04,1120.9,1121.91,1108.89,1111.75,411619000,2563799040.0,-9.17,-0.82
1999-05-05,1110.93,1116.96,1105.34,1116.93,439090000,2429904896.0,5.18,0.47
1999-05-06,1116.85,1128.9,1116.63,1128.22,640800100,3151739904.0,11.29,1.01
1999-05-07,1129.53,1131.49,1117.93,1120.73,584455600,3129378048.0,-7.49,-0.66
1999-05-10,1107.36,1107.36,1065.18,1071.92,689457600,3869391104.0,-48.81,-4.36
1999-05-11,1072.04,1095.4,1072.04,1095.4,435540700,2515506944.0,23.48,2.19
1999-05-12,1096.73,1104.8,1092.78,1099.99,397269900,2501424128.0,4.59,0.42
1999-05-13,1100.85,1101.35,1086.45,1088.86,366955900,2195824896.0,-11.13,-1.01
1999-05-14,1087.94,1088.0,1060.5,1063.27,487296800,2890373888.0,-25.59,-2.35
1999-05-17,1057.48,1072.16,1047.83,1065.55,376348600,2278309888.0,2.28,0.21
1999-05-18,1066.51,1075.65,1058.38,1059.87,401434400,2163379968.0,-5.68,-0.53
1999-05-19,1058.7,1109.11,1057.72,1109.08,599867000,4245466880.0,49.21,4.64
1999-05-20,1114.65,1147.72,1113.31,1147.7,1068271400,7458526208.0,38.62,3.48
1999-05-21,1154.8,1170.14,1152.26,1168.72,1572566400,10250412032.0,21.02,1.83
1999-05-24,1173.13,1215.21,1164.89,1213.65,2075384100,14518460416.0,44.93,3.84
1999-05-25,1223.12,1244.84,1198.06,1202.88,2876026800,17285814272.0,-10.77,-0.89
1999-05-26,1199.22,1236.14,1195.84,1236.04,1622477300,12468444160.0,33.16,2.76
1999-05-27,1247.32,1283.02,1247.32,1283.02,2259543500,18456672256.0,46.98,3.8
1999-05-28,1291.96,1294.64,1260.71,1277.15,3198893000,17798008832.0,-5.87,-0.46
1999-05-31,1287.07,1303.48,1253.25,1279.32,2349156800,17662132224.0,2.17,0.17
1999-06-01,1283.3,1311.6,1276.11,1311.59,1726770900,14140346368.0,32.27,2.52
1999-06-02,1319.83,1330.27,1287.01,1287.93,2225802400,18089381888.0,-23.66,-1.8
1999-06-03,1280.47,1286.91,1259.0,1268.32,1667524300,13158670336.0,-19.61,-1.52
1999-06-04,1271.16,1288.0,1271.16,1285.57,1369420200,11816290304.0,17.25,1.36
1999-06-07,1287.46,1326.61,1285.15,1326.51,1567522900,13519082496.0,40.94,3.18
1999-06-08,1336.03,1341.64,1319.49,1333.64,1621195500,14104974336.0,7.13,0.54
1999-06-09,1334.84,1350.13,1323.98,1348.6,1565479600,13238927360.0,14.96,1.12
1999-06-10,1371.0,1382.07,1353.56,1364.34,2490161100,19034271744.0,15.74,1.17
1999-06-11,1364.27,1376.77,1359.27,1370.39,1885808600,14586264576.0,6.05,0.44
1999-06-14,1382.53,1427.76,1382.53,1427.7,2531721200,18453704704.0,57.31,4.18
1999-06-15,1453.33,1477.14,1366.65,1387.59,3753605600,28330375168.0,-40.11,-2.81
1999-06-16,1402.34,1460.16,1402.3,1460.16,2522591200,21032579072.0,72.57,5.23
1999-06-17,1483.06,1501.01,1450.2,1501.0,3651347400,29429415936.0,40.84,2.8
1999-06-18,1511.88,1516.12,1480.98,1498.91,3614951600,28222572544.0,-2.09,-0.14
1999-06-21,1506.82,1546.61,1503.4,1546.4,3072593600,24848769024.0,47.49,3.17
1999-06-22,1551.87,1564.44,1524.49,1564.44,3173495800,23869116416.0,18.04,1.17
1999-06-23,1571.27,1606.5,1566.62,1606.5,3030028500,27060099072.0,42.06,2.69
1999-06-24,1615.63,1654.55,1611.98,1654.11,3774919600,33124849664.0,47.61,2.96
1999-06-25,1665.98,1705.21,1591.07,1593.85,5735474100,44321058816.0,-60.26,-3.64
1999-06-28,1606.28,1693.16,1606.28,1693.16,4148327600,31970564096.0,99.31,6.23
1999-06-29,1722.73,1742.14,1691.34,1739.2,4020991700,34300194816.0,46.04,2.72
1999-06-30,1755.56,1756.18,1666.01,1689.42,4895219700,38090117120.0,-49.78,-2.86
1999-07-01,1678.83,1678.83,1540.03,1560.78,3131655400,26849738752.0,-128.64,-7.61
1999-07-02,1570.56,1620.54,1532.44,1613.53,3441164200,25199937536.0,52.75,3.38
1999-07-05,1627.24,1630.38,1573.73,1581.81,2420693200,19180019712.0,-31.72,-1.97
1999-07-06,1568.83,1580.23,1504.36,1517.25,1798844500,13532276736.0,-64.56,-4.08
1999-07-07,1515.16,1568.67,1507.54,1568.65,1573592500,13045664768.0,51.4,3.39
1999-07-08,1579.14,1591.13,1560.43,1577.98,1441222600,13536166912.0,9.33,0.59
1999-07-09,1577.79,1594.57,1563.16,1584.75,1345655200,12909277184.0,6.77,0.43
1999-07-12,1588.38,1589.9,1545.56,1559.73,1410678400,12912430080.0,-25.02,-1.58
1999-07-13,1547.34,1547.34,1511.43,1524.82,1242723700,9685298176.0,-34.91,-2.24
1999-07-14,1526.97,1559.66,1526.22,1559.52,1122195000,9940440064.0,34.7,2.28
1999-07-15,1565.04,1567.82,1545.07,1549.33,1598589500,10344096768.0,-10.19,-0.65
1999-07-16,1547.46,1547.6,1512.78,1519.74,1494769000,10009327616.0,-29.59,-1.91
1999-07-19,1500.44,1509.99,1473.23,1479.07,1236691300,9037205504.0,-40.67,-2.68
1999-07-20,1476.02,1574.74,1471.5,1574.6,1732151900,12556525568.0,95.53,6.46
1999-07-21,1586.88,1626.95,1573.7,1609.81,2794066900,22777661440.0,35.21,2.24
1999-07-22,1606.85,1606.85,1548.49,1550.73,1785827200,14779455488.0,-59.08,-3.67
1999-07-23,1552.24,1597.18,1552.23,1585.98,1330931000,11733004288.0,35.25,2.27
1999-07-26,1592.41,1607.07,1587.37,1602.03,1245763200,10855022592.0,16.05,1.01
1999-07-27,1605.37,1607.04,1580.81,1590.71,1162182900,10120429568.0,-11.32,-0.71
1999-07-28,1592.45,1609.79,1584.24,1597.19,1070496800,9943653376.0,6.48,0.41
1999-07-29,1610.11,1615.74,1585.83,1595.86,875104000,8343902208.0,-1.33,-0.08
1999-07-30,1599.93,1605.27,1587.33,1601.45,1456633200,9152941056.0,5.59,0.35
1999-08-02,1607.06,1622.38,1603.36,1616.27,1166837600,10526144512.0,14.82,0.93
1999-08-03,1622.3,1626.91,1609.12,1626.84,1263770300,10707567616.0,10.57,0.65
1999-08-04,1630.99,1649.25,1630.99,1649.12,1529216700,13107950592.0,22.28,1.37
1999-08-05,1654.52,1658.69,1641.86,1653.53,1462905700,13430034432.0,4.41,0.27
1999-08-06,1655.3,1656.58,1601.84,1646.59,1922305100,16252174336.0,-6.94,-0.42
1999-08-09,1650.27,1651.63,1624.72,1628.83,1348897200,12043330560.0,-17.76,-1.08
1999-08-10,1622.96,1623.02,1597.22,1602.14,1244803700,10061335552.0,-26.69,-1.64
1999-08-11,1598.01,1607.67,1574.71,1583.4,948054400,7631407104.0,-18.74,-1.17
1999-08-12,1583.51,1594.88,1566.71,1575.64,744183800,6073523200.0,-7.76,-0.49
1999-08-13,1581.23,1591.49,1569.3,1571.9,668957200,5304560128.0,-3.74,-0.24
1999-08-16,1568.89,1570.21,1546.83,1560.06,727544300,5595098112.0,-11.84,-0.75
1999-08-17,1562.56,1596.15,1562.56,1576.4,898820000,7507226112.0,16.34,1.05
1999-08-18,1578.26,1582.01,1555.97,1581.92,682830700,5823093248.0,5.52,0.35
1999-08-19,1587.89,1645.84,1587.87,1637.74,1548542500,13527866368.0,55.82,3.53
